generation,best_throughput,best_mean_throughput,gen_wallclock_s,cumulative_wallclock_s
49,5.619400,5.505400,24.20,3341.46
50,5.619400,5.507200,119.02,3460.48
51,5.723400,5.723400,25.07,3485.55
52,5.723400,5.700600,24.31,3509.87
53,5.723400,5.712200,24.43,3534.30
54,5.723400,5.630600,24.27,3558.57
55,5.747000,5.747000,24.07,3582.64
56,5.747000,5.597200,24.33,3606.97
57,5.747000,5.722200,24.47,3631.45
58,5.747000,5.676000,24.15,3655.60
59,5.823800,5.823800,24.65,3680.25
60,5.823800,5.817600,119.15,3799.40
61,5.823800,5.757800,26.03,3825.44
62,5.839400,5.839400,24.42,3849.85
63,5.884800,5.884800,24.16,3874.01
64,5.884800,5.873400,24.65,3898.66
65,5.953800,5.953800,24.88,3923.54
66,5.953800,5.886000,24.20,3947.74
67,5.953800,5.883600,25.99,3973.73
68,6.053400,6.053400,24.38,3998.12
69,6.053400,5.841400,24.65,4022.77
70,6.053400,5.897800,121.63,4144.40
71,6.053400,5.999400,24.70,4169.10
72,6.053400,6.043600,24.27,4193.38
73,6.053400,6.006000,27.06,4220.43
74,6.053400,6.038200,24.65,4245.08
75,6.053400,5.999200,25.59,4270.68
76,6.123800,6.123800,25.42,4296.09
77,6.123800,6.044800,24.25,4320.34
78,6.153600,6.153600,52.44,4372.78
79,6.153600,6.074600,24.19,4396.97
80,6.187800,6.187800,119.96,4516.94
81,6.187800,6.160800,25.32,4542.26
82,6.233000,6.233000,24.42,4566.68
83,6.250200,6.250200,24.48,4591.16
84,6.250200,6.209800,24.66,4615.82
85,6.304400,6.304400,24.45,4640.28
86,6.378400,6.378400,24.89,4665.17
87,6.378400,6.347800,25.40,4690.57
88,6.378400,6.308800,24.59,4715.16
89,6.378400,6.319600,24.26,4739.42
90,6.378400,6.327200,120.27,4859.69
91,6.490400,6.490400,25.09,4884.78
92,6.490400,6.350600,24.22,4909.00
93,6.490400,6.423200,24.24,4933.23
94,6.490400,6.336600,24.02,4957.25
95,6.516000,6.516000,24.79,4982.04
96,6.516000,6.470200,24.34,5006.38
97,6.517400,6.517400,25.00,5031.39
98,6.564000,6.564000,24.68,5056.07
99,6.564000,6.537000,24.50,5080.56
100,6.564000,6.511200,122.52,5203.08
101,6.564000,6.494200,25.62,5228.70
102,6.590800,6.590800,24.19,5252.90
103,6.590800,6.559800,24.92,5277.82
104,6.697200,6.697200,24.43,5302.25
105,6.712000,6.712000,24.45,5326.70
106,6.747200,6.747200,24.42,5351.12
107,6.747200,6.705800,24.70,5375.82
108,6.759000,6.759000,24.96,5400.77
109,6.759000,6.651000,24.82,5425.59
110,6.759000,6.653600,122.50,5548.09
111,6.865200,6.865200,25.80,5573.88
112,6.865200,6.859600,24.55,5598.44
113,6.865200,6.771400,24.44,5622.88
114,6.865200,6.620400,24.14,5647.01
115,6.865200,6.758400,24.21,5671.22
116,6.865200,6.752400,24.66,5695.88
117,6.865200,6.763200,52.80,5748.68
118,6.865200,6.805600,24.53,5773.21
119,6.870600,6.870600,24.32,5797.53
120,6.956200,6.956200,124.85,5922.39
121,6.956200,6.869400,25.97,5948.36
122,6.956200,6.925000,24.22,5972.59
123,6.956200,6.954800,24.31,5996.89
124,6.956200,6.870600,25.05,6021.94
125,6.956200,6.931600,24.18,6046.13
126,6.956200,6.946200,24.10,6070.23
127,6.956200,6.905800,24.03,6094.26
128,7.003400,7.003400,24.57,6118.83
129,7.062200,7.062200,24.64,6143.47
130,7.062200,7.022400,126.33,6269.80
131,7.139800,7.139800,24.52,6294.32
132,7.251400,7.251400,24.62,6318.93
133,7.251400,7.133400,24.65,6343.59
134,7.251400,7.249600,24.46,6368.05
135,7.251400,7.232800,24.58,6392.63
136,7.251400,7.199400,24.26,6416.88
137,7.284800,7.284800,25.09,6441.98
138,7.284800,7.231400,24.23,6466.21
139,7.286000,7.286000,24.48,6490.69
140,7.286000,7.217400,125.74,6616.43
141,7.286000,7.266200,25.03,6641.46
142,7.286000,7.283200,24.57,6666.03
143,7.286000,7.284200,24.44,6690.47
144,7.293600,7.293600,26.07,6716.54
145,7.293600,7.190600,24.49,6741.03
146,7.293600,7.252600,24.61,6765.64
147,7.293600,7.259400,24.28,6789.92
148,7.293600,7.286000,24.45,6814.37
149,7.348400,7.348400,24.42,6838.79
150,7.371400,7.371400,123.57,6962.36
151,7.375800,7.375800,26.56,6988.92
152,7.387800,7.387800,24.27,7013.18
153,7.387800,7.352600,24.53,7037.71
154,7.418400,7.418400,25.02,7062.73
155,7.418400,7.259200,24.45,7087.18
156,7.489400,7.489400,53.04,7140.22
157,7.489400,7.433200,24.44,7164.66
158,7.520400,7.520400,24.48,7189.13
159,7.520400,7.468200,24.66,7213.79
160,7.520400,7.508600,126.05,7339.84
161,7.520400,7.449400,25.74,7365.58
162,7.555000,7.555000,24.72,7390.30
163,7.555000,7.503600,24.45,7414.75
164,7.562200,7.562200,24.44,7439.19
165,7.562200,7.473000,27.45,7466.64
166,7.562200,7.452000,24.91,7491.55
167,7.562200,7.496400,25.49,7517.05
168,7.562200,7.464400,24.84,7541.89
169,7.562200,7.512800,24.65,7566.54
170,7.562200,7.427200,127.61,7694.15
171,7.562200,7.495800,24.96,7719.11
172,7.575800,7.575800,24.74,7743.85
173,7.575800,7.517600,24.67,7768.52
174,7.575800,7.468200,24.55,7793.08
175,7.575800,7.500200,24.35,7817.43
176,7.575800,7.514600,24.51,7841.94
177,7.575800,7.537600,24.63,7866.56
178,7.620000,7.620000,24.96,7891.52
179,7.620000,7.522600,24.75,7916.27
180,7.620000,7.541200,129.05,8045.33
181,7.620000,7.587400,25.07,8070.39
182,7.637000,7.637000,29.23,8099.62
183,7.637000,7.628000,24.67,8124.29
184,7.637000,7.601800,25.10,8149.39
185,7.642200,7.642200,24.38,8173.76
186,7.682600,7.682600,24.99,8198.75
187,7.682600,7.590000,24.65,8223.40
188,7.682600,7.659000,24.42,8247.83
189,7.682600,7.649600,24.65,8272.48
190,7.682600,7.667600,128.32,8400.80
191,7.682600,7.645600,24.57,8425.37
192,7.744800,7.744800,24.60,8449.96
193,7.744800,7.660800,24.29,8474.25
194,7.744800,7.706400,24.65,8498.91
195,7.744800,7.697000,52.94,8551.85
196,7.744800,7.671400,24.44,8576.28
197,7.744800,7.713400,24.62,8600.90
198,7.752600,7.752600,25.28,8626.18
199,7.752600,7.752600,24.47,8650.65
200,7.789800,7.789800,128.89,8779.53
201,7.789800,7.740200,25.13,8804.67
202,7.789800,7.699400,24.51,8829.18
203,7.789800,7.725800,24.46,8853.64
204,7.789800,7.771000,24.83,8878.47
205,7.804600,7.804600,24.85,8903.32
206,7.804600,7.783600,25.69,8929.01
207,7.814200,7.814200,24.60,8953.61
208,7.819600,7.819600,24.42,8978.03
209,7.819600,7.804400,24.48,9002.51
210,7.852400,7.852400,130.37,9132.89
211,7.852400,7.780400,24.89,9157.78
212,7.852400,7.840800,24.42,9182.20
213,7.860800,7.860800,24.67,9206.87
214,7.891600,7.891600,24.62,9231.49
215,7.891600,7.814200,24.56,9256.05
216,7.891600,7.845600,25.01,9281.05
217,7.891600,7.815600,24.78,9305.83
218,7.891600,7.832800,24.93,9330.76
219,7.891600,7.864800,24.53,9355.29
220,7.891600,7.805000,128.57,9483.85
221,7.891600,7.837400,25.48,9509.33
222,7.891600,7.793800,24.33,9533.66
223,7.891600,7.889200,24.35,9558.00
224,7.891600,7.863400,24.91,9582.91
225,7.891600,7.854400,24.66,9607.57
226,7.891600,7.844400,24.67,9632.24
227,7.891600,7.861400,24.42,9656.66
228,7.891600,7.834200,25.85,9682.51
229,7.891600,7.865400,24.64,9707.16
230,7.891600,7.848400,127.26,9834.41
231,7.891600,7.846000,24.63,9859.04
232,7.891600,7.887000,25.10,9884.14
233,7.925200,7.925200,24.69,9908.83
234,7.967000,7.967000,52.88,9961.71
235,7.967000,7.905000,24.47,9986.19
236,7.967000,7.902000,24.29,10010.47
237,7.967000,7.930200,24.53,10035.00
238,8.007600,8.007600,24.67,10059.67
239,8.027000,8.027000,24.57,10084.23
240,8.027000,7.988400,132.74,10216.97
241,8.042400,8.042400,24.86,10241.83
242,8.042400,8.001400,24.41,10266.25
243,8.092200,8.092200,24.73,10290.98
244,8.096000,8.096000,26.11,10317.09
245,8.096000,8.082200,24.24,10341.33
246,8.096000,8.046000,24.45,10365.77
247,8.122800,8.122800,24.18,10389.95
248,8.122800,8.044200,24.24,10414.19
249,8.122800,8.079000,24.27,10438.46
250,8.122800,8.050600,129.68,10568.15
251,8.122800,8.108000,25.63,10593.77
252,8.123000,8.123000,24.47,10618.24
253,8.123000,8.081200,24.88,10643.12
254,8.123000,8.054000,24.83,10667.94
255,8.123000,8.094400,24.60,10692.54
256,8.123000,8.093200,24.90,10717.44
257,8.123000,8.094400,24.66,10742.10
258,8.129000,8.129000,24.49,10766.59
259,8.129000,8.090400,25.04,10791.63
260,8.129000,8.044200,135.52,10927.15
261,8.129000,8.107000,24.46,10951.61
262,8.129000,8.066400,25.29,10976.90
263,8.129000,8.111800,24.52,11001.42
264,8.143600,8.143600,24.63,11026.05
265,8.143600,8.052600,24.38,11050.43
266,8.143600,8.034800,24.95,11075.38
267,8.143600,8.046200,24.46,11099.84
268,8.143600,8.042800,24.62,11124.46
269,8.143600,8.118400,24.53,11148.99
270,8.143600,8.098000,131.57,11280.55
271,8.143600,8.094400,24.83,11305.38
272,8.143600,8.087400,24.46,11329.85
273,8.143600,8.096800,53.14,11382.99
274,8.143600,8.124000,24.69,11407.68
275,8.143600,8.088800,24.58,11432.26
276,8.143600,8.098600,24.56,11456.82
277,8.143600,8.115000,24.70,11481.53
278,8.143600,8.101800,24.57,11506.09
279,8.150800,8.150800,24.84,11530.94
280,8.150800,8.123800,139.64,11670.57
281,8.150800,8.116000,24.62,11695.19
282,8.156200,8.156200,25.32,11720.51
283,8.156200,8.080800,24.70,11745.21
284,8.156200,8.122000,24.67,11769.88
285,8.156200,8.139800,24.86,11794.74
286,8.156200,8.135200,25.07,11819.82
287,8.156200,8.120000,24.44,11844.26
288,8.156200,8.097200,24.80,11869.06
289,8.156200,8.137400,24.49,11893.55
290,8.156200,8.103600,129.47,12023.02
291,8.201400,8.201400,25.47,12048.48
292,8.201400,8.172000,24.63,12073.11
293,8.201400,8.121400,24.75,12097.86
294,8.201400,8.158800,24.53,12122.38
295,8.201400,8.132200,24.44,12146.82
296,8.201400,8.119600,24.70,12171.52
297,8.230800,8.230800,24.64,12196.16
298,8.230800,8.160600,25.05,12221.21
299,8.230800,8.165800,24.65,12245.87
300,8.230800,8.162800,293.38,12539.24
301,8.230800,8.184200,32.91,12572.16
302,8.230800,8.194600,47.10,12619.26
303,8.230800,8.227200,37.77,12657.03
304,8.230800,8.187400,31.70,12688.73
305,8.230800,8.180600,25.70,12714.43
306,8.230800,8.143400,26.00,12740.43
307,8.230800,8.149600,25.58,12766.01
308,8.230800,8.211400,25.60,12791.61
309,8.230800,8.182800,28.03,12819.64
310,8.230800,8.223200,137.21,12956.85
311,8.230800,8.174200,25.45,12982.30
312,8.230800,8.218400,57.80,13040.10
313,8.230800,8.168400,25.16,13065.26
314,8.251800,8.251800,25.31,13090.58
315,8.251800,8.175000,27.58,13118.16
316,8.251800,8.157000,25.22,13143.37
317,8.251800,8.161000,25.54,13168.91
318,8.256400,8.256400,29.07,13197.98
319,8.256400,8.211800,26.84,13224.82
320,8.256400,8.198800,155.05,13379.87
321,8.256400,8.187400,26.69,13406.56
322,8.256400,8.231000,26.74,13433.31
323,8.256400,8.230800,26.87,13460.18
324,8.256400,8.200600,27.17,13487.35
325,8.260000,8.260000,27.01,13514.37
326,8.260000,8.212800,26.83,13541.20
327,8.260000,8.245800,26.66,13567.86
328,8.260000,8.233400,27.31,13595.17
329,8.260000,8.253800,26.97,13622.14
330,8.260000,8.230800,158.40,13780.54
331,8.260000,8.237000,27.09,13807.63
332,8.260000,8.200800,26.92,13834.55
333,8.260000,8.218200,27.02,13861.57
334,8.260000,8.136600,26.88,13888.46
335,8.260000,8.216600,26.90,13915.35
336,8.260000,8.243400,26.85,13942.20
337,8.260000,8.208800,26.74,13968.94
338,8.260000,8.208800,26.61,13995.55
339,8.260000,8.166800,27.08,14022.62
340,8.260000,8.225600,154.41,14177.03
341,8.260000,8.226400,28.24,14205.26
342,8.280000,8.280000,25.56,14230.83
343,8.280000,8.224600,26.25,14257.08
344,8.280000,8.269000,25.72,14282.80
345,8.280000,8.271400,25.76,14308.56
346,8.280000,8.237200,26.21,14334.76
347,8.280000,8.235200,25.69,14360.46
348,8.280000,8.169200,26.61,14387.07
349,8.280000,8.182000,26.04,14413.11
350,8.280000,8.192200,152.25,14565.36
351,8.280000,8.275200,54.42,14619.78
352,8.280000,8.193000,26.00,14645.78
353,8.280000,8.218000,25.71,14671.49
354,8.288000,8.288000,25.71,14697.20
355,8.288000,8.234000,25.58,14722.77
356,8.288000,8.187400,25.43,14748.20
357,8.288000,8.224000,25.53,14773.74
358,8.288000,8.234400,25.58,14799.32
359,8.288000,8.204000,26.44,14825.76
360,8.288000,8.238800,156.59,14982.35
361,8.288000,8.244600,25.48,15007.83
362,8.288000,8.237800,25.15,15032.98
363,8.288000,8.240200,25.31,15058.29
364,8.311600,8.311600,25.38,15083.67
365,8.311600,8.251800,25.30,15108.97
366,8.311600,8.236800,25.37,15134.34
367,8.311600,8.276200,25.41,15159.75
368,8.311600,8.282000,25.20,15184.96
369,8.311600,8.265800,25.07,15210.03
370,8.311600,8.276600,142.40,15352.43
371,8.311600,8.263000,24.93,15377.36
372,8.311600,8.288000,25.10,15402.46
373,8.327400,8.327400,25.32,15427.78
374,8.327400,8.314200,26.85,15454.63
375,8.327400,8.283400,26.27,15480.89
376,8.327400,8.314400,25.89,15506.78
377,8.327400,8.302400,25.56,15532.34
378,8.327400,8.259000,26.13,15558.47
379,8.327400,8.298400,25.62,15584.09
380,8.327400,8.314800,146.70,15730.79
381,8.327400,8.263200,25.88,15756.67
382,8.347200,8.347200,25.48,15782.15
383,8.347200,8.278600,26.05,15808.20
384,8.347200,8.287600,25.42,15833.61
385,8.347200,8.308000,25.76,15859.37
386,8.347200,8.339000,25.30,15884.67
387,8.347200,8.267400,25.74,15910.41
388,8.347200,8.304400,25.57,15935.98
389,8.347200,8.315200,25.64,15961.62
390,8.347200,8.302600,170.43,16132.05
391,8.347200,8.282200,25.47,16157.52
392,8.347200,8.286000,25.87,16183.40
393,8.353800,8.353800,25.61,16209.01
394,8.353800,8.303800,25.77,16234.78
395,8.353800,8.342800,25.84,16260.61
396,8.353800,8.308400,25.54,16286.15
397,8.353800,8.262200,25.27,16311.42
398,8.353800,8.331800,25.40,16336.82
399,8.353800,8.244600,25.29,16362.11
